rank,feature_id,token,active_mean_base,active_mean_chat,active_mean_diff,link,explanation,explanation_score
58,114426,endheader,0.0,3.78125,3.78125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/114426,phrases related to debugging and troubleshooting code issues,
94,92989,newline,0.0,3.771205425262451,3.771205425262451,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/92989,instructions and requests for action,
96,54922,newline,0.0,3.765625,3.765625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/54922,personal experiences and reflections,
95,118657,newline,0.0,3.765625,3.765625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/118657,key landmarks and cultural references associated with locations,
59,16023,endheader,0.0,3.765625,3.765625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16023,instances of wordplay or language manipulation,
98,39127,newline,0.0,3.75,3.75,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/39127,"references to significant inventions and achievements by notable individuals, particularly in the context of scientific contributions",
97,103811,newline,0.0,3.75,3.75,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/103811,phrases related to health risks or medical concerns,
32,33986,asst,0.0,3.7498512268066406,3.7498512268066406,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/33986,"elements of structured data or metadata, particularly in a JSON-like format",
99,83773,newline,0.0,3.74609375,3.74609375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/83773,references to historical medical issues and their impact on human existence,
100,32856,newline,0.0,3.744611978530884,3.744611978530884,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/32856,common phrases related to speaking and expressing opinions,
60,64729,endheader,0.0,3.734375,3.734375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64729,mathematical terms and concepts related to geometry and data structures,
61,74359,endheader,0.0,3.71875,3.71875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74359,phrases related to resume keywords and job applications,
62,89309,endheader,0.0,3.70703125,3.70703125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/89309,structural elements in written documents,
63,1170,endheader,0.0,3.705223798751831,3.705223798751831,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/1170,questions that seek validation or approval,
65,53457,endheader,0.0,3.703125,3.703125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/53457,"programming-related concepts, particularly those involving functions and parameters",
33,53457,asst,0.0,3.703125,3.703125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/53457,"programming-related concepts, particularly those involving functions and parameters",
64,97821,endheader,0.0,3.703125,3.703125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/97821,programming language keywords and syntax structures,
34,129143,asst,0.0,3.694078922271729,3.694078922271729,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/129143,key metrics and numbers related to reports of content removal or moderation on social media platforms,
66,1393,endheader,0.0,3.693181753158569,3.693181753158569,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/1393,lines of code related to user input and error handling,
67,36322,endheader,0.0,3.6875,3.6875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/36322,elements of conflict and challenge within relationships,
68,64921,endheader,0.0,3.6840624809265137,3.6840624809265137,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64921,narrative elements that create emotional impact,
35,92525,asst,0.0,3.671875,3.671875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/92525,specific medical terms and metrics related to conditions,
69,92525,endheader,0.0,3.671875,3.671875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/92525,specific medical terms and metrics related to conditions,
36,78042,asst,0.0,3.640625,3.640625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/78042,references to potential hazards and safety protocols,
70,78042,endheader,0.0,3.640625,3.640625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/78042,references to potential hazards and safety protocols,
37,40506,asst,0.0,3.640625,3.640625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/40506,numerical indicators and specific identifiers relating to subjects or entities,
71,40506,endheader,0.0,3.640625,3.640625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/40506,numerical indicators and specific identifiers relating to subjects or entities,
72,96761,endheader,0.0,3.634811162948608,3.634811162948608,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/96761,information related to personal details and professional backgrounds,
73,8064,endheader,0.0,3.631324291229248,3.631324291229248,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8064,phrases and indicators related to articles and publication details,
75,120896,endheader,0.0,3.625,3.625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/120896,phrases related to customer communication and transactional contexts,
39,31363,asst,0.0,3.625,3.625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/31363,statements regarding strategic partnerships and international relations,
38,71235,asst,0.0,3.625,3.625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/71235,data related to event schedules and dates,
74,71235,endheader,0.0,3.625,3.625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/71235,data related to event schedules and dates,
76,125971,endheader,0.0,3.619140625,3.619140625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/125971,references to jokes and humor,
79,39009,endheader,0.0,3.609375,3.609375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/39009,occurrences of questions and inquiries,
78,7014,endheader,0.0,3.609375,3.609375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/7014,complex evaluations of subjective experiences and assessments,
80,93718,endheader,0.0,3.609375,3.609375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/93718,programming and deployment-related configurations,
77,81118,endheader,0.0,3.609375,3.609375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/81118,expressions of personal struggle and resilience,
40,93718,asst,0.0,3.609375,3.609375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/93718,programming and deployment-related configurations,
81,17572,endheader,0.0,3.59375,3.59375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/17572,"repetitive conjunctions, particularly the word ""and"", in various contexts",
41,17572,asst,0.0,3.59375,3.59375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/17572,"repetitive conjunctions, particularly the word ""and"", in various contexts",
82,69835,endheader,0.0,3.578125,3.578125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/69835,phrases related to summarization and key points in texts,
42,67055,asst,0.0,3.578125,3.578125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/67055,terms related to algorithms and their graphical representations,
83,67055,endheader,0.0,3.578125,3.578125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/67055,terms related to algorithms and their graphical representations,
44,53633,asst,0.0,3.5625,3.5625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/53633,locations and geographical features,
85,53633,endheader,0.0,3.5625,3.5625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/53633,locations and geographical features,
84,67576,endheader,0.0,3.5625,3.5625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/67576,technical language related to software and cloud services,
43,67576,asst,0.0,3.5625,3.5625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/67576,technical language related to software and cloud services,
86,124668,endheader,0.0,3.556250095367432,3.556250095367432,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/124668,comparisons between different subjects,
89,16756,endheader,0.0,3.546875,3.546875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16756,words and phrases related to temporal context or occurrences,
87,81012,endheader,0.0,3.546875,3.546875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/81012,punctuations and exclamations that convey strong emotions or conclusions,
88,80267,endheader,0.0,3.546875,3.546875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/80267,instructional phrases and references to teaching methods,
45,16756,asst,0.0,3.546875,3.546875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16756,words and phrases related to temporal context or occurrences,
90,24794,endheader,0.0,3.546875,3.546875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24794,symbols and syntax elements commonly used in programming or mathematical expressions,
46,24794,asst,0.0,3.546875,3.546875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24794,symbols and syntax elements commonly used in programming or mathematical expressions,
91,83893,endheader,0.0,3.5364582538604736,3.5364582538604736,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/83893,questions and statements about uncertainty and decision-making,
48,53522,asst,0.0,3.53125,3.53125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/53522,references to artistic collaboration and community within creative fields,
92,15599,endheader,0.0,3.53125,3.53125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/15599,emotional expressions and reactions,
47,15599,asst,0.0,3.53125,3.53125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/15599,emotional expressions and reactions,
93,53522,endheader,0.0,3.53125,3.53125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/53522,references to artistic collaboration and community within creative fields,
49,88633,asst,0.0,3.5279541015625,3.5279541015625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/88633,references to age restrictions and legal disclaimers related to cannabis products,
94,27421,endheader,0.0,3.515625,3.515625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/27421,"code structures and their components, particularly those related to function definitions and return statements",
95,5704,endheader,0.0,3.5,3.5,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/5704,date and time formats within structured data,
50,72475,asst,0.0,3.5,3.5,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/72475,programming syntax and structures,
51,5704,asst,0.0,3.5,3.5,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/5704,date and time formats within structured data,
96,72475,endheader,0.0,3.5,3.5,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/72475,programming syntax and structures,
97,82169,endheader,0.0,3.498842477798462,3.498842477798462,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82169,HTML and code structure elements related to user interface components,
98,91499,endheader,0.0,3.484375,3.484375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/91499,locations related to significant events or incidents,
52,91499,asst,0.0,3.484375,3.484375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/91499,locations related to significant events or incidents,
99,126791,endheader,0.0,3.4609375,3.4609375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/126791,structures indicative of mathematical or programming syntax,
53,126791,asst,0.0,3.4609375,3.4609375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/126791,structures indicative of mathematical or programming syntax,
100,104758,endheader,0.0,3.4479167461395264,3.4479167461395264,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/104758,technical terminology and methods related to telecommunications and mobile communication systems,
54,46077,asst,0.0,3.4296875,3.4296875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/46077,phrases related to academic and institutional contexts,
55,31432,asst,0.0,3.420978546142578,3.420978546142578,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/31432,conditional statements and assumptions,
56,36589,asst,2.9232177734375,6.331730842590332,3.408513069152832,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/36589,key terms related to legal disputes and court decisions,
57,80915,asst,0.0,3.40625,3.40625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/80915,various code syntax and identifiers related to web or software development,
58,107571,asst,0.0,3.375,3.375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/107571,words associated with processes of change or transformation,
59,104758,asst,0.0,3.356250047683716,3.356250047683716,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/104758,technical terminology and methods related to telecommunications and mobile communication systems,
61,56757,asst,0.0,3.34375,3.34375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/56757,phrases indicating personal experiences and reflections regarding challenges,
60,82277,asst,0.0,3.34375,3.34375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/82277,terms related to deprecated services or functions,
62,111603,asst,0.0,3.3125,3.3125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/111603,terms related to scientific measurements and methodologies,
63,64225,asst,0.0,3.28125,3.28125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64225,references to organizations and projects related to museums and community initiatives,
64,16741,asst,0.0,3.265625,3.265625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16741,terms related to scientific data analysis and biological contexts,
65,115667,asst,0.0,3.25,3.25,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/115667,references to specific quantities and numerical data in the document,
66,27281,asst,0.0,3.25,3.25,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/27281,elements related to mathematical discussions and conditions in proofs,
67,71044,asst,0.0,3.234375,3.234375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/71044,terms related to history and its academic study,
69,5454,asst,0.0,3.21875,3.21875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/5454,parameters related to configuration settings in a system,
68,56862,asst,0.0,3.21875,3.21875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/56862,technical terms related to communication devices and systems,
70,93155,asst,0.0,3.1927082538604736,3.1927082538604736,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/93155,references to specific dates and historical events,
71,65054,asst,0.0,3.140625,3.140625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65054,references to user-generated content and community engagement on a platform,
72,87803,asst,0.0,3.140625,3.140625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/87803,mentions of computer science and its relevance to job prospects,
73,105983,asst,0.0,3.125,3.125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/105983,phrases indicating communication or conversation,
75,67516,asst,0.0,3.078125,3.078125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/67516,references to themes of social and cultural issues,
74,70588,asst,0.0,3.078125,3.078125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/70588,issues related to software programming errors and functions,
77,120675,asst,0.0,3.0625,3.0625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/120675,technical terms related to programming and software development,
76,20776,asst,0.0,3.0625,3.0625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/20776,"numerical identifiers and references in formal documents, particularly those related to academic or mathematical content",
78,29707,asst,0.0,3.046875,3.046875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/29707,instances of legal terminology and concepts related to lawsuits,
79,84495,asst,0.0,2.989605665206909,2.989605665206909,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/84495,mentions of personal opinions and subjective statements,
83,89065,asst,0.0,2.96875,2.96875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/89065,references to technology and mobile application development,
84,102157,asst,0.0,2.96875,2.96875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/102157,references to bureaucratic processes and administrative interactions,
82,91133,asst,0.0,2.96875,2.96875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/91133,programming concepts related to data structures and algorithms,
81,30834,asst,0.0,2.96875,2.96875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/30834,elements related to cooking recipes and instructions,
80,93010,asst,0.0,2.96875,2.96875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/93010,phrases related to creativity and its association with mental health issues,
85,22863,asst,0.0,2.953125,2.953125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/22863,technical terminology related to engineering and medical processes,
86,45938,asst,0.0,2.953125,2.953125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/45938,references to options and alternatives,
88,81218,asst,0.0,2.953125,2.953125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/81218,technical terms and structured data associated with programming configurations,
87,111071,asst,2.765625,5.71875,2.953125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/111071,"numerical references, particularly dates and years",
90,32743,asst,0.0,2.9375,2.9375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/32743,references to actions or contributions made by individuals or groups,
89,117289,asst,0.0,2.9375,2.9375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/117289,proper nouns and names associated with locations and organizations,
91,125478,asst,0.0,2.9357638359069824,2.9357638359069824,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/125478,references to deprecated or obsolete technology and practices,
92,91492,asst,0.0,2.9328653812408447,2.9328653812408447,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/91492,identifiers or variables related to programming and coding conventions,
93,65718,asst,0.0,2.932692289352417,2.932692289352417,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/65718,elements related to political and economic events in Italy,
94,26260,asst,0.0,2.921875,2.921875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/26260,references to programming concepts and practices,
95,21878,asst,0.0,2.921875,2.921875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/21878,phrases related to effective communication and collaboration,
97,124468,asst,0.0,2.90625,2.90625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/124468,variable names and references to user decisions and options within a programming context,
98,19914,asst,0.0,2.90625,2.90625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/19914,instructions related to software development and configuration,
96,18449,asst,0.0,2.90625,2.90625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/18449,references to construction and production of objects,
99,48182,asst,0.0,2.890625,2.890625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/48182,phrases related to service offerings and product availability,
100,87780,asst,0.0,2.875,2.875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/87780,coding-related error messages or conditions,
